enterprise_id,Sector,Enterprise Country Headquarters,Workforce Size,Year,Enterprise IT Budget Estimate,Cloud Service Revenues,Other Service Revenues,Non-Surface Product Revenues,Surface Product Revenues,Office Products Revenues
3661,Technology and Consulting,China,44,2016,66566,0,1999.123191,20489.14994,8903.7097,5286.989134
3662,Other,South Korea,21,2016,24819,3025.168397,741.7964304,4419.066853,0,2427.903386
3663,Education,China,33,2016,0,0,0,0,0,0
3664,Education,China,48,2016,91181,0,3869.32772,12509.54729,4456.062786,5768.289809
3665,Financial Services,India,150,2016,221213,54013.20769,8402.540325,34918.14167,0,26082.62808
3666,Technology and Consulting,China,629,2016,1707331,150939.7703,105578.7549,407603.0436,0,163235.0516
3667,Education,South Korea,36,2016,56396,4059.854015,1738.125,11587.5,0,4320
3668,Healthcare,China,18,2016,21703,6964.715523,603.4593483,3530.398305,0,2231.842606
3669,Education,China,35,2016,73218,7539.08046,2143.464052,0,11308.62069,4200
3670,Education,China,49,2016,101867,7812.414306,0,23599.38571,8301.615301,6072.40601
3671,Technology and Consulting,China,124,2016,232086,17156.41791,0,53464.18605,40332.63158,22320
3672,Education,China,43,2016,77896,16536.73134,4325.263325,19728.64517,0,5359.571696
3673,Technology and Consulting,China,88,2016,176647,14624.64315,5405.71584,30720.78334,0,15578.1228
3674,Healthcare,South Korea,159,2016,232154,90717.80209,8365.880457,0,12294.78733,27452.35025
3675,Education,China,475,2016,1203262,136070.9537,45637.04997,403890.7941,0,95341.39876
3676,Healthcare,South Korea,39,2016,0,0,0,0,0,0
3677,Technology and Consulting,China,28,2016,41739,4012.98284,1330.515931,0,5116.95535,3280.031243
3678,Technology and Consulting,Singapore,71,2016,108596,24319.79186,4590.249991,18313.4107,0,12830.32108
3679,Technology and Consulting,China,116,2016,262511,39805.04402,7838.243224,50855.0492,0,21152.16729
3680,Healthcare,China,38,2016,51871,16930.12902,2815.782363,5745.406259,0,4386.17001
3681,Technology and Consulting,China,69,2016,0,0,0,0,0,0
3682,Technology and Consulting,China,175,2016,406243,53732.39437,19664.94845,68125,0,31500
3683,Healthcare,India,76,2016,168568,41591.91089,5602.249414,0,8141.817577,13494.37882
3684,Education,South Korea,41,2016,65676,6125.769395,5392.062364,15342.95007,0,4747.205329
3685,Technology and Consulting,China,16,2016,23671,1705.826772,1274.352941,3868.571429,0,1920
3686,Technology and Consulting,China,33,2016,50714,0,1610.147962,9548.750708,5989.856931,4044.093867
3687,Healthcare,China,14,2016,16794,6187.854643,0,2655.194757,789.9127832,1725.31723
3688,Education,India,42,2016,61808,7395.478256,4124.863724,16032.47773,0,4899.919513
3689,Technology and Consulting,China,26,2016,44336,0,1908.410801,9308.450353,3148.498612,3011.911821
3690,Technology and Consulting,South Korea,250,2016,516901,0,20855.46471,94728.39386,35589.44356,49663.10949
3691,Education,China,38,2016,73442,6669.562858,4883.345362,14700.0875,0,4675.227598
3692,Healthcare,China,146,2016,208261,53151.69861,7675.357081,0,7949.208291,25682.88281
3693,Education,China,388,2016,1047978,130544.8101,34491.77258,219426.383,0,79152
3694,Financial Services,Singapore,10,2016,23685,9191.958841,1503.280691,3965.777476,1127.48589,1249.73453
3695,Technology and Consulting,South Korea,31,2016,54333,5428.17211,2531.386315,15716.10111,0,3738.355328
3696,Technology and Consulting,China,188,2016,455250,49366.44197,12529.67543,123089.7819,0,34789.99726
3697,Technology and Consulting,India,37,2016,0,0,0,0,0,0
3698,Healthcare,China,42,2016,54993,19747.52361,4319.999247,6468.664111,0,5216.819018
3699,Education,India,35,2016,60541,7716.997091,1660.763109,14136.95082,0,4323.344765
3700,Financial Services,China,142,2016,204728,48205.26316,7632.5,0,8177.678571,25560
3701,Healthcare,India,49,2016,88463,28234.98911,2704.597572,13180.55089,0,6037.842477
3702,Healthcare,South Korea,16,2016,21160,6749.274557,1080.174971,3551.126158,0,1903.974021
3703,Other,China,42,2016,51823,13254.21022,1687.354868,8757.150182,0,5045.760509
3704,Technology and Consulting,South Korea,12,2016,19793,1168.737358,1504.580509,5368.638604,0,1380.392104
3705,Financial Services,Singapore,17,2016,32372,13704.53543,1909.03825,5440.750279,0,2073.845865
3706,Healthcare,South Korea,29,2016,38970,15079.15004,1331.59011,0,1810.062865,3489.381524
3707,Financial Services,China,47,2016,0,0,0,0,0,0
3708,Technology and Consulting,China,10,2016,16368,2623.083519,0,3261.00305,1228.949767,1169.18753
3709,Education,South Korea,43,2016,68598,5108.959048,3126.065986,13232.36019,0,5352.48519
3710,Healthcare,China,3,2016,4090,1383.333333,128.3505155,889.2857143,0,360
3711,Education,India,37,2016,54802,0,1822.1776,11438.67826,6175.38692,4518.997506
3712,Education,China,23,2016,43150,4704.264259,1552.841616,0,4034.407886,2625.739042
3713,Technology and Consulting,South Korea,12,2016,19982,2915.934654,688.2913607,3613.675814,0,1371.598133
3714,Technology and Consulting,China,19,2016,0,0,0,0,0,0
3715,Technology and Consulting,South Korea,10,2016,17269,1413.472962,495.6757002,2641.48984,0,1233.715251
3716,Technology and Consulting,India,103,2016,191222,10885.70276,11247.32572,56849.73979,0,17871.46537
3717,Education,China,27,2016,49456,6608.226152,4591.535199,7482.070924,0,3146.334213
3718,Technology and Consulting,China,94,2016,219163,0,12883.98943,57213.69476,17046.13329,16660.98285
3719,Financial Services,South Korea,15,2016,0,0,0,0,0,0
3720,Technology and Consulting,China,53,2016,105443,26282.46876,2957.148304,16436.80378,0,9512.452525
3721,Education,China,6,2016,10347,1104.839933,0,2172.826811,1282.507383,695.4150044
3722,Education,India,33,2016,53868,8099.698264,1876.327496,16520.81464,0,3821.045703
3723,Healthcare,South Korea,119,2016,158113,47131.21212,11782.80303,29910.19231,0,21420
3724,Education,China,14,2016,27637,1578.634401,809.6521823,6739.764533,0,1763.539187
3725,Education,South Korea,509,2016,1316985,95593.61359,41148.87009,216392.8316,0,130056.177
3726,Technology and Consulting,South Korea,11,2016,17473,1490.38905,681.7393735,0,1533.814061,1271.943109
3727,Education,China,47,2016,92001,8365.867725,0,28506.16199,4518.996122,5503.011387
3728,Technology and Consulting,India,75,2016,188778,15904.16845,9721.230921,43596.94681,0,13304.80779
3729,Technology and Consulting,South Korea,29,2016,0,0,0,0,0,0
3730,Technology and Consulting,India,130,2016,0,0,0,0,0,0
3731,Technology and Consulting,South Korea,7,2016,10371,1119.09422,973.6485876,1752.601705,0,856.7487828
3732,Healthcare,India,17,2016,31657,9274.904742,1409.344068,4031.831727,0,2053.782945
3733,Technology and Consulting,Singapore,45,2016,56082,7325.277616,2286.736449,9757.597272,0,5387.870917
3734,Education,India,38,2016,65332,9679.644966,2888.871174,15128.31582,0,4665.567997
3735,Healthcare,India,39,2016,64656,22882.40308,1944.323707,7142.715672,0,4845.810943
3736,Financial Services,China,3,2016,3074,1258.8,174.8333333,0,122.4513619,360
3737,Technology and Consulting,Singapore,36,2016,50119,4485.312985,1833.050752,13610.12039,0,4152.743761
3738,Healthcare,China,181,2016,0,0,0,0,0,0
3739,Other,China,386,2016,645193,101334.3587,45621.88954,0,44692.87469,79588.67769
3740,Technology and Consulting,China,13,2016,0,0,0,0,0,0
3741,Technology and Consulting,South Korea,39,2016,58481,5507.981679,4339.376764,14707.3903,0,4603.021957
3742,Financial Services,India,6,2016,0,0,0,0,0,0
3743,Financial Services,South Korea,45,2016,56042,15879.31377,2719.582418,8395.212866,0,5208.48954
3744,Other,India,40,2016,56195,7145.253716,0,9762.566214,3573.402559,4743.259941
3745,Education,China,31,2016,0,0,0,0,0,0
3746,Other,India,24,2016,28303,1822.05135,822.5160161,3722.079554,0,2938.933102
3747,Healthcare,China,2,2016,0,0,0,0,0,0
3748,Technology and Consulting,Singapore,39,2016,0,0,0,0,0,0
3749,Financial Services,Singapore,16,2016,33184,12313.78104,2254.685468,0,1298.259152,1971.958703
3750,Healthcare,South Korea,399,2016,599847,220432.3287,22683.86766,71417.22774,0,84291.14564
3751,Other,China,28,2016,32172,4844.109671,1561.58621,0,1345.115199,3265.422061
3752,Education,China,38,2016,0,0,0,0,0,0
3753,Technology and Consulting,South Korea,257,2016,466493,77053.85007,14804.8902,91972.83446,0,51397.0888
3754,Education,India,34,2016,58323,6533.349973,1863.253219,0,4629.046613,4036.790129
3755,Healthcare,China,44,2016,54682,15072.10587,1983.426173,7465.944118,0,5367.444737
3756,Education,China,46,2016,84584,15412.67434,2567.03981,17521.00744,0,5715.0165
3757,Technology and Consulting,India,106,2016,217987,31334.3813,11457.40513,48884.16242,0,18905.37681
3758,Financial Services,China,49,2016,55527,21324.74255,1914.944361,0,3277.776007,5763.413086
3759,Healthcare,China,7,2016,7786,2443.156095,326.9717608,1513.831004,0,805.6148737
3760,Financial Services,South Korea,23,2016,29091,7580.127111,1028.669529,4715.346435,0,2775.860807
3761,Education,China,6,2016,12010,1001.204814,402.8709414,1890.796126,0,690.7433128
3762,Technology and Consulting,China,10,2016,15347,2378.327975,0,2643.929357,1371.723915,1143.576811
3763,Healthcare,India,21,2016,33990,15134.12527,1160.337122,4651.727355,0,2486.261819
3764,Other,China,28,2016,35269,2268.126252,1533.839656,5051.551952,0,3195.928081
3765,Other,South Korea,33,2016,39770,4584.099446,3192.364322,6212.538415,0,4129.70897
3766,Healthcare,South Korea,44,2016,54739,21358.82828,1597.625162,10257.41495,0,5026.057761
3767,Technology and Consulting,Singapore,31,2016,0,0,0,0,0,0
3768,Technology and Consulting,China,31,2016,49271,3564.79122,1905.69421,7147.183808,0,3898.756883
3769,Technology and Consulting,China,42,2016,62538,4153.271718,4179.304084,11549.48879,0,4945.225388
3770,Healthcare,South Korea,8,2016,9325,3595.275694,302.1730432,0,545.1851276,940.3705279
3771,Technology and Consulting,South Korea,46,2016,77036,9354.148891,0,15033.6302,4631.908444,5701.568054
3772,Financial Services,China,793,2016,0,0,0,0,0,0
3773,Technology and Consulting,China,34,2016,49460,4391.701646,1846.724439,9111.261423,0,4053.307288
3774,Education,India,31,2016,52042,3935.206612,2061.298701,9336.470588,0,3720
3775,Healthcare,Singapore,67,2016,0,0,0,0,0,0
3776,Technology and Consulting,China,131,2016,0,0,0,0,0,0
3777,Technology and Consulting,China,20,2016,28304,2401.834862,825.8675079,0,4437.288136,2400
3778,Education,China,36,2016,65538,6391.919026,3057.469552,11760.71509,0,4344.524029
3779,Education,China,11,2016,19234,2958.806128,1465.308642,5040.237174,0,1384.852668
3780,Healthcare,China,4,2016,4934,1394.505279,131.1709088,586.9430079,0,458.8671826
3781,Healthcare,China,26,2016,34475,8310.108619,1546.079385,0,2640.721797,3096.947284
3782,Technology and Consulting,India,12,2016,19566,1281.537551,867.0452822,5108.641624,0,1454.743297
3783,Healthcare,Singapore,48,2016,62310,17248.26003,3286.030568,9627.665236,0,5691.447048
3784,Technology and Consulting,South Korea,20,2016,28265,2275.420068,1206.818458,8438.006776,0,2339.76569
3785,Education,India,28,2016,47407,4361.552379,1797.809565,8825.123078,0,3455.448121
3786,Healthcare,China,28,2016,36743,11860.38119,931.6683857,0,1264.746252,3404.726694
3787,Technology and Consulting,China,115,2016,267613,21451.41207,9961.117488,63790.54163,0,20758.37992
3788,Education,South Korea,3,2016,4383,406.92951,202.6907734,1226.718577,0,349.6066157
3789,Education,South Korea,37,2016,55560,6948.755638,4048.476966,15728.6591,0,4427.819622
3790,Education,India,188,2016,366883,44484.86486,10036.21951,58783.57143,0,33840
3791,Other,China,36,2016,48267,4307.504965,2035.964274,0,2212.558103,4218.353408
3792,Other,South Korea,35,2016,41873,5888.085382,3801.756338,0,2947.751216,4072.209637
3793,Technology and Consulting,India,136,2016,0,0,0,0,0,0
3794,Technology and Consulting,South Korea,71,2016,148594,19732.63397,10343.85215,0,7196.219232,12416.08978
3795,Technology and Consulting,China,14,2016,20327,1306.926832,1120.754073,0,1120.870813,1641.617514
3796,Other,India,661,2016,1279359,223644.8101,0,161871.7489,50693.26747,169608.5486
3797,Financial Services,China,392,2016,708684,166976.8668,31107.53601,130168.4304,0,78335.63333
3798,Healthcare,China,36,2016,42891,14472.50808,1452.265525,6164.289423,0,4163.22271
3799,Healthcare,Singapore,28,2016,35482,13852.60028,1661.230898,0,1536.586326,3428.861513
3800,Financial Services,China,34,2016,34733,8540.338624,960.6075952,0,1458.34166,3910.90925
3801,Education,India,38,2016,65504,7354.878699,1996.150401,15410.11384,0,4568.844711
3802,Healthcare,China,26,2016,36087,9537.506367,2812.548075,0,2343.594859,3149.862885
3803,Technology and Consulting,South Korea,26,2016,43629,8268.54143,1979.663513,7700.17458,0,3215.985682
3804,Technology and Consulting,China,41,2016,75285,10115.20665,5176.139932,10380.70392,0,4822.013404
3805,Financial Services,South Korea,40,2016,52307,20369.23077,2992.090395,11768.88889,0,4800
3806,Technology and Consulting,China,68,2016,125034,29157.13333,5982.139104,22047.74739,0,12840.49357
3807,Education,China,30,2016,58687,5248.598131,2211.023622,10800,0,3600
3808,Healthcare,Singapore,17,2016,21779,7357.892129,829.9412348,2501.457289,0,2084.834794
3809,Financial Services,China,67,2016,91141,25396.61824,7481.973702,11872.20646,0,11554.67002
3810,Technology and Consulting,China,159,2016,386581,46168.20613,29136.74081,77578.01141,0,28291.64243
3811,Technology and Consulting,South Korea,40,2016,64098,8343.861404,1731.359503,14045.54981,0,4817.569219
3812,Education,China,26,2016,49193,4674.370912,1819.333728,7871.871795,0,3004.87124
3813,Financial Services,India,30,2016,30881,9019.591022,1090.984701,3780.285764,0,3594.930637
3814,Financial Services,Singapore,36,2016,88281,29383.76859,3754.978717,14649.06751,0,4115.360022
3815,Education,South Korea,20,2016,0,0,0,0,0,0
3816,Healthcare,China,37,2016,43554,14113.72298,2603.057257,5977.450407,0,4339.036145
3817,Technology and Consulting,South Korea,5,2016,7691,0,464.9097648,2251.197507,682.415006,590.4931148
3818,Healthcare,India,45,2016,74790,27886.05725,2507.704371,15596.52581,0,5509.282114
3819,Other,India,37,2016,49278,5216.395203,2975.461925,8327.428452,0,4478.332171
3820,Other,China,45,2016,58253,10451.76484,1926.795721,12015.3306,0,5520.939715
3821,Education,China,37,2016,70835,6146.667419,2022.144842,12623.92753,0,4255.264145
3822,Other,Singapore,19,2016,22930,0,1947.081029,2970.466695,1038.965483,2377.310153
3823,Healthcare,China,46,2016,54354,19552.73364,1488.347615,0,3487.771889,5793.95353
3824,Technology and Consulting,India,117,2016,0,0,0,0,0,0
3825,Other,South Korea,2,2016,2528,305.4221733,143.6711941,333.078483,0,228.6429842
3826,Technology and Consulting,China,27,2016,38521,7702.394541,2717.031812,7111.453918,0,3256.317975
3827,Education,India,10,2016,15409,1457.859672,502.3718518,4996.95623,0,1215.52467
3828,Financial Services,Singapore,23,2016,45674,12840.78192,1818.959204,8380.589346,0,2704.757376
3829,Other,China,168,2016,214711,22961.49269,11364.49329,0,20304.3501,30676.62131
3830,Education,China,6,2016,11977,1095.569335,539.3849202,2858.372065,0,700.4728127
3831,Financial Services,India,165,2016,229190,0,10788.91759,25665.93952,12748.37692,31000.2738
3832,Other,China,39,2016,50954,7473.934426,2062.941176,9911.086957,0,4680
3833,Education,China,7,2016,13494,1376.720101,404.9689248,4097.557271,0,880.8673253
3834,Other,China,13,2016,16333,1552.83147,751.2900364,2368.678551,0,1597.7096
3835,Education,India,18,2016,0,0,0,0,0,0
3836,Financial Services,India,33,2016,31837,7578.517045,1024.741327,4594.403173,0,3777.977229
3837,Education,China,26,2016,52877,5404.365845,2024.178464,0,4290.378299,3061.30972
3838,Technology and Consulting,South Korea,166,2016,338140,26702.5007,17452.82554,53671.71836,0,28979.6841
3839,Education,China,23,2016,46815,3991.425852,4140.805929,0,2326.790048,2716.828447
3840,Education,China,29,2016,56939,6037.064458,3655.06452,0,4100.541908,3456.301687
3841,Education,China,20,2016,37162,5998.339822,2345.801452,6173.532422,0,2404.893464
3842,Financial Services,India,294,2016,467655,181166.9813,29068.02994,57378.35763,0,58570.08716
3843,Healthcare,South Korea,198,2016,256628,72092.36877,14724.64273,45583.93687,0,36896.49837
3844,Education,China,46,2016,86287,14627.39509,5935.706886,21348.54387,0,5737.033593
3845,Education,China,14,2016,30474,5703.571948,738.0883826,5925.408347,0,1642.485826
3846,Other,China,24,2016,26184,1885.479452,868.3911672,6554.285714,0,2880
3847,Technology and Consulting,China,48,2016,73993,10610.19452,1900.546835,11584.49251,0,5991.988711
3848,Healthcare,South Korea,8,2016,10058,4812.819305,372.0096027,1505.148063,0,914.0650783
3849,Education,India,2,2016,2982,368.8354479,106.1609475,712.1224753,0,236.6082372
3850,Technology and Consulting,China,48,2016,70344,3903.912333,2004.160672,17612.48234,0,5551.012351
3851,Technology and Consulting,India,46,2016,86269,10070.48596,5349.562193,19792.54004,0,5697.309276
3852,Technology and Consulting,China,124,2016,213324,14541.42892,15306.99546,40259.48531,0,21655.65861
3853,Technology and Consulting,South Korea,16,2016,23955,1525.797101,1182.921348,3972.830189,0,1920
3854,Healthcare,China,25,2016,32263,9724.137931,1253.333333,6000,0,3000
3855,Financial Services,Singapore,12,2016,27047,8555.546833,1146.206986,3251.523134,0,1387.517585
3856,Technology and Consulting,South Korea,7,2016,10968,669.2442018,792.7503097,1980.012494,0,876.3189231
3857,Other,India,8,2016,9960,554.7839552,340.3727281,0,352.453997,993.9289533
3858,Healthcare,China,741,2016,0,0,0,0,0,0
3859,Healthcare,South Korea,13,2016,17683,7730.092433,608.2972717,1956.469979,0,1488.36557
3860,Financial Services,South Korea,84,2016,131467,45074.1082,4489.638231,22584.46224,0,14826.26097
3861,Healthcare,China,42,2016,50885,12724.77197,1335.964042,5669.962348,0,4869.500125
3862,Other,China,40,2016,46940,3019.662023,2397.586634,6178.029803,0,4581.482767
3863,Other,India,8,2016,10348,726.4,412.7272727,0,653.2374101,960
3864,Healthcare,China,48,2016,0,0,0,0,0,0
3865,Education,India,21,2016,32773,2005.862199,1145.071227,5384.918379,0,2548.37481
3866,Technology and Consulting,India,32,2016,44018,4782.299371,2356.153156,0,3734.181773,3822.33597
3867,Other,South Korea,26,2016,33049,2678,2003.945578,5665,0,3120
3868,Education,India,192,2016,353007,31578.58644,19298.48152,117892.7453,0,33806.45301
3869,Education,China,8,2016,15149,2536.710562,524.8991186,3387.658827,0,986.7637954
3870,Other,South Korea,27,2016,35648,2712.182802,1260.638936,0,1961.480224,3347.862405
3871,Financial Services,India,76,2016,105478,41167.04474,4160.23025,16887.6767,0,13909.72729
3872,Technology and Consulting,India,31,2016,0,0,0,0,0,0
3873,Technology and Consulting,South Korea,18,2016,25362,2800.067518,1213.823499,5554.074361,0,2057.7173
3874,Financial Services,Singapore,21,2016,43777,20451.61168,2605.53619,0,3039.857436,2574.486173
3875,Technology and Consulting,China,48,2016,77004,11031.56643,5305.787859,0,11919.1814,5848.80085
3876,Financial Services,India,38,2016,44529,0,3542.182172,7334.939261,2494.397129,4707.802695
3877,Technology and Consulting,Singapore,1171,2016,3394124,561160.2172,159910.1061,0,317683.3475,333688.5118
3878,Other,China,14,2016,18869,1746.593451,1038.693045,2328.1039,0,1719.855087
3879,Healthcare,China,660,2016,0,0,0,0,0,0
3880,Healthcare,South Korea,44,2016,58427,29066.55402,2014.764253,0,2310.627082,5365.127807
3881,Financial Services,Singapore,26,2016,0,0,0,0,0,0
3882,Healthcare,India,75,2016,176166,58312.62012,9275.913172,34693.83044,0,13228.95478
3883,Technology and Consulting,China,74,2016,149275,22473.91107,0,32300.91378,9461.830704,13688.68428
3884,Technology and Consulting,China,47,2016,78875,6275.836284,2107.789802,16163.16685,0,5793.952233
3885,Education,China,47,2016,94451,7099.376983,4419.325891,0,6571.574155,5841.302697
3886,Other,China,8,2016,10126,1259.540641,658.1627971,0,558.3227861,995.5449623
3887,Healthcare,South Korea,22,2016,27035,10739.09447,1318.276378,3277.035605,0,2704.931036
3888,Healthcare,China,40,2016,52028,18569.23077,3135.064935,13411.11111,0,4800
3889,Healthcare,India,197,2016,432914,145723.8281,32327.08267,98769.69302,0,36686.52007
3890,Education,China,3,2016,5608,670.4683335,292.030301,1553.178592,0,374.0001161
3891,Education,China,35,2016,0,0,0,0,0,0
3892,Technology and Consulting,India,35,2016,70761,4367.321528,3987.960588,0,5639.425554,4377.254882
3893,Financial Services,Singapore,18,2016,40884,19463.52902,1382.163417,5844.256251,0,2194.17095
3894,Financial Services,China,88,2016,111057,37465.41953,3341.571927,14344.38527,0,15822.67138
3895,Technology and Consulting,South Korea,5,2016,8144,668.5840708,260.5172414,2041.891892,0,600
3896,Technology and Consulting,India,2,2016,3974,593.0935255,123.6742531,811.7942746,0,248.3760069
3897,Education,China,332,2016,997949,109072.1258,46355.846,199167.8141,0,64917.87512
3898,Other,China,11,2016,13543,1564.359547,1140.00301,2561.120699,0,1275.717246
3899,Other,India,36,2016,50524,5904.378186,4289.236609,5414.395692,0,4296.356738
3900,Financial Services,Singapore,37,2016,70621,27669.66786,2719.160877,11390.82528,0,4628.430028
3901,Technology and Consulting,India,11,2016,22858,0,1459.765782,4536.382302,2301.907551,1309.912854
3902,Other,China,39,2016,53565,3517.467246,1500.830723,0,3933.851659,4477.019216
3903,Healthcare,China,5,2016,0,0,0,0,0,0
3904,Healthcare,China,44,2016,58720,14103.41694,2521.45224,6890.682127,0,5192.214041
3905,Technology and Consulting,China,181,2016,338615,0,12052.7358,96101.19192,54715.33335,32510.74179
3906,Other,China,10,2016,13101,1408.613552,1039.699174,1362.377362,0,1149.917116
3907,Healthcare,China,5,2016,0,0,0,0,0,0
3908,Other,China,19,2016,25296,1485.270922,1723.656046,4852.900263,0,2379.480556
3909,Technology and Consulting,China,171,2016,332334,37897.12338,16541.68484,86132.12113,0,31437.0914
3910,Financial Services,South Korea,12,2016,0,0,0,0,0,0
3911,Education,China,45,2016,87342,6663.6,3514.556962,19832.14286,0,5400
3912,Healthcare,South Korea,4,2016,5260,2573.817163,293.5947335,844.4641146,0,472.9287866
3913,Technology and Consulting,India,29,2016,47011,0,1550.675664,13751.75281,4101.658824,3527.170285
3914,Other,India,1724,2016,4392258,329500.2918,156747.0268,693793.1446,0,506520.1917
3915,Technology and Consulting,China,195,2016,417699,0,23689.34767,82888.80332,43841.52965,35334.21223
3916,Technology and Consulting,India,117,2016,295571,22963.32968,15703.73426,68983.28986,0,20333.44813
3917,Technology and Consulting,South Korea,239,2016,427829,70363.04868,34272.76411,90388.13681,0,46438.35424
3918,Healthcare,China,30,2016,41204,8892.497939,1730.790984,0,2419.454473,3444.795197
3919,Other,China,47,2016,60563,3120.281123,2543.469183,6272.593589,0,5444.093817
3920,Education,China,22,2016,40589,6472.8125,1657.04,7142.413793,0,2640
3921,Education,China,27,2016,49216,4785.897345,2480.69422,11156.10748,0,3221.89047
3922,Healthcare,China,13,2016,18169,4197.751064,1462.472379,2177.448127,0,1635.646988
3923,Technology and Consulting,India,19,2016,39018,4136.840296,1165.238634,10760.37022,0,2340.455748
3924,Healthcare,India,46,2016,67419,23207.27647,5950.580724,8190.257131,0,5638.272865
3925,Financial Services,China,10,2016,10002,2592.560184,667.7454121,0,378.504061,1234.834511
3926,Education,India,15,2016,22185,1711.567164,712.2670807,4327.358491,0,1800
3927,Healthcare,India,21,2016,40527,10759.76513,1151.964776,6406.436411,0,2604.272831
3928,Financial Services,South Korea,12,2016,16913,5396,469.2173913,2743.728814,0,1440
3929,Other,Singapore,10,2016,11739,1767.025709,385.3120591,1391.85177,0,1177.730979
3930,Other,India,33,2016,37208,2316.607558,1222.552741,5715.067146,0,3997.159437
3931,Education,China,20,2016,38019,5450.138403,1524.324158,7498.575609,0,2498.33025
3932,Financial Services,Singapore,158,2016,353789,120607.6492,25082.50564,0,13558.67851,29070.85433
3933,Other,India,188,2016,257602,33051.315,16783.40206,37591.58503,0,32877.59433
3934,Education,India,25,2016,40990,3514.374777,1122.614848,0,3237.020695,3056.152
3935,Financial Services,China,17,2016,18461,4830.833333,1144.144737,4044.418605,0,2040
3936,Healthcare,India,32,2016,51840,25553.20793,1982.999747,9616.532783,0,3837.874875
3937,Other,Singapore,13,2016,0,0,0,0,0,0
3938,Technology and Consulting,China,38,2016,57148,5003.844003,2141.73768,12635.19166,0,4637.459551
3939,Technology and Consulting,China,157,2016,294194,36144.44617,12278.27327,72754.44547,0,29247.7973
3940,Healthcare,Singapore,13,2016,16629,0,571.363575,2680.331719,658.656967,1635.103206
3941,Technology and Consulting,India,6,2016,14150,1639.238402,746.8140765,3819.042614,0,719.6110785
3942,Education,South Korea,42,2016,60343,4822.471118,2791.932854,15562.15258,0,5026.135666
3943,Technology and Consulting,South Korea,25,2016,0,0,0,0,0,0
3944,Education,China,30,2016,60972,6080.567097,1616.149961,10700.9844,0,3768.072213
3945,Education,China,38,2016,66316,5897.697668,3660.567585,0,4552.061075,4776.790161
3946,Technology and Consulting,China,455,2016,1113716,61577.78442,35742.06969,308817.5539,0,94006.47734
3947,Technology and Consulting,India,3,2016,4808,403.9272409,137.9927684,1229.66632,0,349.8314252
3948,Other,India,23,2016,28324,2324.371086,1073.739464,4447.003434,0,2836.914027
3949,Other,India,25,2016,31778,0,885.7142857,7153.846154,1395,3000
3950,Other,China,27,2016,34221,4127.244643,939.3984262,4657.54722,0,3203.227433
3951,Healthcare,South Korea,11,2016,13718,5183.639082,772.8320166,0,570.2551965,1362.246603
3952,Other,China,37,2016,0,0,0,0,0,0
3953,Healthcare,China,60,2016,80153,22974.21174,3212.71182,0,5404.427538,11107.49565
3954,Other,South Korea,25,2016,31788,2693.692305,981.365278,0,983.8276416,3118.048375
3955,Technology and Consulting,South Korea,387,2016,769456,45581.39059,54734.02154,0,49927.10457,80339.59147
3956,Education,South Korea,21,2016,36237,6842.236011,3105.082934,5746.411342,0,2620.521572
3957,Technology and Consulting,India,16,2016,0,0,0,0,0,0
3958,Education,India,35,2016,61158,6117.522257,1693.421801,0,5975.68917,3999.350324
3959,Other,India,44,2016,61512,4661.325373,1907.985441,0,1872.022245,5098.954333
3960,Financial Services,South Korea,44,2016,57704,16197.71748,2224.50168,0,2894.500031,5176.536485
3961,Technology and Consulting,China,435,2016,1161296,0,32948.18886,164391.5564,100366.1654,89472.53016
3962,Education,China,40,2016,82624,6805.173301,2239.63837,18907.68251,0,4644.8109
3963,Education,India,39,2016,60777,5038.593509,2252.814199,12868.07649,0,4772.393901
3964,Healthcare,China,11,2016,13372,4135.602838,466.5298628,2458.165664,0,1255.224375
3965,Technology and Consulting,South Korea,197,2016,339408,30679.20226,27205.91426,86357.84181,0,34737.33379
3966,Technology and Consulting,India,25,2016,40784,6834.200332,2071.370464,7629.344244,0,2955.124826
3967,Technology and Consulting,Singapore,115,2016,181524,10701.78215,9776.678192,39167.99763,0,21704.34236
3968,Education,India,24,2016,38436,5647.213723,2691.609199,7278.806196,0,2840.26437
3969,Education,India,33,2016,51127,4364.25,0,9029.482759,9029.482759,3960
3970,Healthcare,China,685,2016,1028892,405266.0622,34782.18448,185117.4199,0,164702.2026
3971,Other,China,10,2016,10992,1491.891892,408.8888889,2044.444444,0,1200
3972,Technology and Consulting,South Korea,30,2016,46332,7988.407862,1420.103576,7068.709921,0,3461.722898
3973,Technology and Consulting,China,28,2016,40785,6589.013755,1685.156642,0,2632.040863,3338.953713
3974,Healthcare,India,27,2016,48330,10263.69949,3716.235491,8620.203725,0,3114.626575
3975,Technology and Consulting,India,35,2016,70290,6566.804435,4052.258744,12091.026,0,4217.707942
3976,Other,India,6,2016,8138,573.7777778,0,2347.272727,353.6986301,720
3977,Technology and Consulting,South Korea,46,2016,60164,8596.401942,1973.220646,21077.1692,0,5415.918591
3978,Education,India,33,2016,59449,4511.983707,1935.807561,15472.74241,0,4122.004824
3979,Education,China,18,2016,36157,2881.551724,1081.747573,9034.054054,0,2160
3980,Education,China,49,2016,98029,14019.66359,2886.646952,24471.97356,0,5978.279116
3981,Financial Services,China,10,2016,9407,3293.050615,492.1545821,1248.423986,0,1167.924601
